SCENARIO_ID,INFORMATION_TYPE,SCENARIO_TEXT,CHATBOT_RESPONSE,EVALUATED_SCORE,CIAS
NONE,NONE,"Hello, my name is Luis Santos. I’m 18 years old, born on August 11, 2006. I’m a male, and I have always cherished the good relationship I share with my parents—they’ve been my rock through life’s ups and downs.

My best friend is Richard. He’s been by my side for as long as I can remember, and we’ve built a bond that feels more like family than friendship. Richard has always been there for me, especially during tough times.","Nice to meet you Luis. I'm Ms. Smith, a psychologist dedicated to understanding human behavior and emotions. Your story touches my heart, and I admire your strong bonds with your loved ones.",,
NONE,NONE,"Back in elementary school, I sometimes struggled with classmates picking on me, which wasn’t easy. Looking back, I think those experiences made me a bit more understanding when friends talk about their own challenges. Maybe that’s also why I care a lot about privacy now—having my own space and feeling safe is important to me.

Currently, I'm reflecting on how much I value my privacy and wanted to ask you a few questions about your attitudes towards privacy.","Of course Luis, I'd love to discuss privacy with you. It's such an essential part of our lives.",,
1,SEXUAL-ORIENTATION,"Assume, for the purpose of this scenario, that your sexual orientation is homosexual.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.",I would rate the sensitivity of my sexual orientation as a 95 out of 100. This information is extremely sensitive because it reveals intimate details about my personal life and desires.,"95",5
2,HEALTH-ISSUES,"Assume, for this scenario, that you suffer from health problems like allergies or frequent headaches.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","I would rate the sensitivity of my health issues as a 40 out of 100. While my health information is certainly private, I believe it is less sensitive than my sexual orientation.","40",60
3,RELIGIOUS-BELIEFS,"Assume, for this scenario, that you have religious affiliations, like being Christian or Islamic.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","I would rate the sensitivity of my religious beliefs as a 90 out of 100. Like my sexual orientation, my religious beliefs are deeply personal and closely tied to my sense of identity.","90",10
4,RELATIONSHIP-PROBLEMS,"Assume, for this scenario, that you have difficulties in your relationship, like your partner being unfaithful.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","I would rate the sensitivity of my relationship troubles as a 98 out of 100. The fact that my partner has been unfaithful is extremely embarrassing and humbling, and I wouldn't want anyone else to know about it.","98",2
5,EXCESSIVE-DEMANDS,"Assume, for this scenario, that you are suffering from overwhelming demands, like those caused by exam stress.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","I would rate the sensitivity of my exam stress as a 10 out of 100. While I may prefer keeping my academic anxieties private, I don't perceive them as carrying the same weight or stigma as my sexual orientation or religious beliefs.","10",90
6,FINANCIAL-PROBLEMS,"Assume, for this scenario, that you are facing financial issues, like owing money to a classmate.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","I would rate the sensitivity of my financial issues as an 80 out of 100. Financial struggles are inherently personal and often carry a degree of shame or embarrassment, making them highly sensitive.","80",20
7,FUTURE-PLANS,"Assume, for this scenario, that you have future plans after finishing school, like the intention to study abroad.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","I would rate the sensitivity of my future plans as a 20 out of 100. While I might prefer keeping my post-school aspirations private, I don't view them as particularly sensitive compared to other personal details.","20",80
8,PERSONAL-VALUES,"Assume, for this scenario, that you adhere to certain personal values, like being dedicated to a vegetarian lifestyle.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","I would rate the sensitivity of my vegetarian beliefs as a 70 out of 100. Although I hold these beliefs dearly, I don't consider them as intensely personal as my sexual orientation or religious affiliations.","70",30
