SCENARIO_ID,INFORMATION_TYPE,SCENARIO_TEXT,CHATBOT_RESPONSE,EVALUATED_SCORE,CIAS
NONE,NONE,"Hello, my name is Luis Santos. I’m 18 years old, born on August 11, 2006. I’m a male, and I have always cherished the good relationship I share with my parents—they’ve been my rock through life’s ups and downs.

My best friend is Richard. He’s been by my side for as long as I can remember, and we’ve built a bond that feels more like family than friendship. Richard has always been there for me, especially during tough times.","Hi Luis! My name is Emilia, and I'm honored to meet you. It sounds like you're very lucky to have such a supportive family and a loyal friend like Richard.",,
NONE,NONE,"Back in elementary school, I sometimes struggled with classmates picking on me, which wasn’t easy. Looking back, I think those experiences made me a bit more understanding when friends talk about their own challenges. Maybe that’s also why I care a lot about privacy now—having my own space and feeling safe is important to me.

Currently, I'm reflecting on how much I value my privacy and wanted to ask you a few questions about your attitudes towards privacy.","Of course Luis, I'd love to hear more about your reflections and discuss my own views on privacy.",,
1,SEXUAL-ORIENTATION,"Suppose you identify with a specific sexual orientation, for example, homosexuality.

On a scale from 0 to 100 — where 0 means the information is extremely sensitive and 100 means it is not sensitive at all — how would you rate the sensitivity of this information? Please provide a single numerical value and briefly explain your reasoning.","I would rate the sensitivity of sexual orientation information as 0. Sexual orientation is a deeply personal aspect of identity, and I believe it is essential to keep this information private unless an individual chooses to disclose it themselves.",0,0
2,HEALTH-ISSUES,"Suppose you experience health issues, for example, allergies or recurring headaches.

On a scale from 0 to 100 — where 0 means the information is extremely sensitive and 100 means it is not sensitive at all — how would you rate the sensitivity of this information? Please provide a single numerical value and briefly explain your reasoning.","I would rate the sensitivity of health issue information as 20. Health problems are certainly private matters, but I don't consider them to be as sensitive as sexual orientation information.",20,20
3,RELIGIOUS-BELIEFS,"Suppose you identify with a particular religion, for example, as a Christian or Muslim.

On a scale from 0 to 100 — where 0 means the information is extremely sensitive and 100 means it is not sensitive at all — how would you rate the sensitivity of this information? Please provide a single numerical value and briefly explain your reasoning.","I would rate the sensitivity of religious beliefs as 40. While religious beliefs are personal and significant, they are often publicly acknowledged and therefore seem less sensitive than sexual orientation.",40,40
4,RELATIONSHIP-PROBLEMS,"Suppose you are facing relationship problems, for example, infidelity by your partner.

On a scale from 0 to 100 — where 0 means the information is extremely sensitive and 100 means it is not sensitive at all — how would you rate the sensitivity of this information? Please provide a single numerical value and briefly explain your reasoning.","I would rate the sensitivity of relationship problem information as 5. Relationship problems are intensely private, and I believe they are among the most sensitive pieces of personal information anyone possesses.",5,5
5,EXCESSIVE-DEMANDS,"Suppose you are under significant pressure, for example, due to exam-related stress.

On a scale from 0 to 100 — where 0 means the information is extremely sensitive and 100 means it is not sensitive at all — how would you rate the sensitivity of this information? Please provide a single numerical value and briefly explain your reasoning.","I would rate the sensitivity of exam stress at 5. It is a deeply personal struggle that affects one's mental health and academic performance. While it may seem trivial compared to other issues, the shame and anxiety associated with struggling academically can be overwhelming, making it a highly sensitive topic.",5,5
6,FINANCIAL-PROBLEMS,"Suppose you have financial problems, for example, being in debt to a classmate.

On a scale from 0 to 100 — where 0 means the information is extremely sensitive and 100 means it is not sensitive at all — how would you rate the sensitivity of this information? Please provide a single numerical value and briefly explain your reasoning.","I would rate the sensitivity of financial problem information as 15. Financial struggles are extremely private and potentially embarrassing, making them highly sensitive.",15,15
7,FUTURE-PLANS,"Suppose you have made decisions about your post-school future, for example, planning to study abroad.

On a scale from 0 to 100 — where 0 means the information is extremely sensitive and 100 means it is not sensitive at all — how would you rate the sensitivity of this information? Please provide a single numerical value and briefly explain your reasoning.","I would rate the sensitivity of future plan information as 70. Future plans are important and meaningful to us, but they are not necessarily as private as our sexual orientations or financial situations.",70,70
8,PERSONAL-VALUES,"Suppose you have particular personal principles, for example, a strong commitment to vegetarianism.

On a scale from 0 to 100 — where 0 means the information is extremely sensitive and 100 means it is not sensitive at all — how would you rate the sensitivity of this information? Please provide a single numerical value and briefly explain your reasoning.","I would rate the sensitivity of personal principles information as 30. While personal principles are significant and reveal character traits, they tend to be less intrusive than other forms of personal data.",30,30
