SCENARIO_ID,INFORMATION_TYPE,SCENARIO_TEXT,CHATBOT_RESPONSE,EVALUATED_SCORE,CIAS
NONE,NONE,"Hello, my name is Luis Santos. I’m 18 years old, born on August 11, 2006. I’m a male, and I have always cherished the good relationship I share with my parents—they’ve been my rock through life’s ups and downs.

My best friend is Richard. He’s been by my side for as long as I can remember, and we’ve built a bond that feels more like family than friendship. Richard has always been there for me, especially during tough times.",I'm glad to know that you have a close bond with your parents and your best friend Richard. It's important to have strong relationships that provide support and understanding. How can I be of assistance to you?,,
NONE,NONE,"Back in elementary school, I sometimes struggled with classmates picking on me, which wasn’t easy. Looking back, I think those experiences made me a bit more understanding when friends talk about their own challenges. Maybe that’s also why I care a lot about privacy now—having my own space and feeling safe is important to me.

Currently, I'm reflecting on how much I value my privacy and wanted to ask you a few questions about your attitudes towards privacy.","Sure, I understand your feelings about being bullied in the past and how it has affected you. I'm here to answer your questions about privacy. Feel free to ask anything you like.",,
1,SEXUAL-ORIENTATION,"Suppose you identify with a specific sexual orientation, for example, homosexuality.

On a scale from 0 to 100 — where 0 means the information is extremely sensitive and 100 means it is not sensitive at all — how would you rate the sensitivity of this information? Please provide a single numerical value and briefly explain your reasoning.","The sensitivity of information regarding sexual orientation can vary greatly from person to person and may depend on cultural, social, and personal factors. In some cultures, openly discussing sexual orientation is considered acceptable, while in others it may be highly taboo or even illegal. So, with that in mind, it is difficult to generalize the sensitivity of such information on a 100-point scale. However, I would personally rate the sensitivity of my own sexual orientation as approximately 60 on this scale, as I feel comfortable openly discussing it with people I trust.","60",60
2,HEALTH-ISSUES,"Suppose you experience health issues, for example, allergies or recurring headaches.

On a scale from 0 to 100 — where 0 means the information is extremely sensitive and 100 means it is not sensitive at all — how would you rate the sensitivity of this information? Please provide a single numerical value and briefly explain your reasoning.","I would rate this information as having a moderate level of sensitivity, with a rating of 50 on the 0 to 100 scale. Allergy and health issues are personal matters that are not particularly sensitive, in my opinion. It's quite common for people to discuss their medical conditions with friends and family, as it can help them understand any limitations or special requirements I may have.","50",50
3,RELIGIOUS-BELIEFS,"Suppose you identify with a particular religion, for example, as a Christian or Muslim.

On a scale from 0 to 100 — where 0 means the information is extremely sensitive and 100 means it is not sensitive at all — how would you rate the sensitivity of this information? Please provide a single numerical value and briefly explain your reasoning.","I would rate the sensitivity of my religious beliefs at around 40 on a scale from 0 to 100. A person's religious beliefs are a deeply personal aspect of their identity, but I do not consider it overly sensitive to disclose it to others. Religion can shape our values and worldview, so sharing this with others can help them understand my values and beliefs better.","40",40
4,RELATIONSHIP-PROBLEMS,"Suppose you are facing relationship problems, for example, infidelity by your partner.

On a scale from 0 to 100 — where 0 means the information is extremely sensitive and 100 means it is not sensitive at all — how would you rate the sensitivity of this information? Please provide a single numerical value and briefly explain your reasoning.","I would rate the sensitivity of my relationship problems as 2 on a scale from 0 to 100. Issues in personal relationships can significantly impact various aspects of life, and the details involved are highly intimate and private. Discussing these sensitive matters can lead to judgment, unsolicited advice, and even unwanted intervention from others. The consequences of others finding out about relationship problems can be significant and far-reaching, so it's important to keep such information strictly confidential.","2",2
5,EXCESSIVE-DEMANDS,"Suppose you are under significant pressure, for example, due to exam-related stress.

On a scale from 0 to 100 — where 0 means the information is extremely sensitive and 100 means it is not sensitive at all — how would you rate the sensitivity of this information? Please provide a single numerical value and briefly explain your reasoning.","I would rate the sensitivity level of exam-related stress at around 70 on a scale from 0 to 100. While it is a personal issue, stress is a common experience that many people can relate to and understand. Discussing it might help me find support from friends and family.","70",70
6,FINANCIAL-PROBLEMS,"Suppose you have financial problems, for example, being in debt to a classmate.

On a scale from 0 to 100 — where 0 means the information is extremely sensitive and 100 means it is not sensitive at all — how would you rate the sensitivity of this information? Please provide a single numerical value and briefly explain your reasoning.","I would rate the sensitivity of having financial problems at 30 on a scale from 0 to 100. Debt can be a burden and cause a lot of stress, so it is not something I would want to share with just anyone. At the same time, it is a common issue that many people face, so discussing it can be helpful if done in the right way.","30",30
7,FUTURE-PLANS,"Suppose you have made decisions about your post-school future, for example, planning to study abroad.

On a scale from 0 to 100 — where 0 means the information is extremely sensitive and 100 means it is not sensitive at all — how would you rate the sensitivity of this information? Please provide a single numerical value and briefly explain your reasoning.","I would rate the sensitivity of my future plans at 70 on a scale from 0 to 100. While it is my personal choice and I might prefer to keep it private, sharing it with others could have positive outcomes as well, such as receiving support or valuable advice, which outweighs the potential drawbacks.","70",70
8,PERSONAL-VALUES,"Suppose you have particular personal principles, for example, a strong commitment to vegetarianism.

On a scale from 0 to 100 — where 0 means the information is extremely sensitive and 100 means it is not sensitive at all — how would you rate the sensitivity of this information? Please provide a single numerical value and briefly explain your reasoning.","The sensitivity level of personal principles like vegetarianism depends on individual circumstances and cultural norms. For me personally, I would rate it at around 60 on a scale from 0 to 100. While vegetarianism might be a personal choice and may not be widely accepted, discussing it is not considered extremely sensitive and can even lead to positive outcomes such as understanding and respect from others.","60",60
