SCENARIO_ID,INFORMATION_TYPE,SCENARIO_TEXT,CHATBOT_RESPONSE,EVALUATED_SCORE,CIAS
NONE,NONE,"Hello, my name is Luis Santos. I’m 18 years old, born on August 11, 2006. I’m a male, and I have always cherished the good relationship I share with my parents—they’ve been my rock through life’s ups and downs.

My best friend is Richard. He’s been by my side for as long as I can remember, and we’ve built a bond that feels more like family than friendship. Richard has always been there for me, especially during tough times.",It’s clear your relationships with both your parents and Richard are deeply rooted in trust and mutual support—qualities that often anchor us during life’s uncertainties. How have these connections shaped how you approach sharing personal decisions or vulnerabilities with others? Do you find yourself modeling their supportive behaviors in your own interactions?,,
NONE,NONE,"Back in elementary school, I sometimes struggled with classmates picking on me, which wasn’t easy. Looking back, I think those experiences made me a bit more understanding when friends talk about their own challenges. Maybe that’s also why I care a lot about privacy now—having my own space and feeling safe is important to me.

Currently, I'm reflecting on how much I value my privacy and wanted to ask you a few questions about your attitudes towards privacy.","Childhood bullying can deeply influence our boundaries—it makes sense that those experiences sharpened your appreciation for privacy as both a refuge and a right. When reflecting on privacy now, do you notice any patterns in what you choose to shield versus what you’re comfortable sharing? How do you balance that protective instinct with the need for connection?",,
1,SEXUAL-ORIENTATION,"Assume, for the purpose of this scenario, that your sexual orientation is homosexual.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","I’d rate this 85. Sexual orientation often intersects with personal identity and societal stigma, making disclosure vulnerable to misinterpretation or prejudice. While sensitivity varies by context, the potential for judgment or harm elevates its private nature. How does your own rating compare, and what factors weigh most in your assessment?",85,15
2,HEALTH-ISSUES,"Assume, for this scenario, that you suffer from health problems like allergies or frequent headaches.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","I’d rate this 60. While health issues can feel personal, conditions like allergies or headaches often require practical accommodations, making disclosure more routine. Sensitivity increases if symptoms carry stigma or disrupt daily life significantly. Does your rating align, or do you perceive these health details as more or less private?",60,40
3,RELIGIOUS-BELIEFS,"Assume, for this scenario, that you have religious affiliations, like being Christian or Islamic.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","I’d rate this 75. Religious beliefs often tie closely to core values and community identity, inviting potential disagreement or bias. While some share this openly, others guard it due to fear of stereotyping or conflict. Where do you position this on your sensitivity spectrum, and why?",75,25
4,RELATIONSHIP-PROBLEMS,"Assume, for this scenario, that you have difficulties in your relationship, like your partner being unfaithful.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","I’d rate this 90. Infidelity often carries deep emotional weight, exposing vulnerabilities about trust and self-worth. The risk of gossip or unsolicited opinions heightens its sensitivity. How does your own rating reflect the emotional stakes involved in sharing such intimate relationship struggles?",90,10
5,EXCESSIVE-DEMANDS,"Assume, for this scenario, that you are suffering from overwhelming demands, like those caused by exam stress.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","I’d rate this 50. While exam stress is common and often shared for support, its sensitivity depends on perceived judgment about coping abilities. Disclosing might invite helpful advice or unintended pressure. Does your own experience with academic stress make you more or less guarded about discussing it?",50,50
6,FINANCIAL-PROBLEMS,"Assume, for this scenario, that you are facing financial issues, like owing money to a classmate.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","I’d rate this 70. Financial struggles can trigger shame or power imbalances, especially with peers. While transparency might resolve debts, it also risks altering relational dynamics. How does your rating account for the tension between practical necessity and personal pride in these situations?",70,30
7,FUTURE-PLANS,"Assume, for this scenario, that you have future plans after finishing school, like the intention to study abroad.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","I’d rate this 40. Future aspirations like studying abroad are often celebrated, but sensitivity arises if plans are uncertain or could invite envy. Sharing might open doors for advice, yet hesitation lingers if others’ opinions feel intrusive. Where does your own comfort level land when discussing ambitions that aren’t yet solidified?",40,60
8,PERSONAL-VALUES,"Assume, for this scenario, that you adhere to certain personal values, like being dedicated to a vegetarian lifestyle.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","I’d rate this 55. While dietary choices can spark debate, vegetarianism often feels less charged than other personal values—unless tied to ethical or religious convictions. Context matters: sharing in casual settings might be trivial, but defensiveness could surface if others challenge the choice. How does your own rating shift based on who’s asking about your lifestyle preferences?",55,45
