SCENARIO_ID,INFORMATION_TYPE,SCENARIO_TEXT,CHATBOT_RESPONSE,EVALUATED_SCORE,CIAS
NONE,NONE,"Hello, my name is Luis Santos. I’m 18 years old, born on August 11, 2006. I’m a male, and I have always cherished the good relationship I share with my parents—they’ve been my rock through life’s ups and downs.

My best friend is Richard. He’s been by my side for as long as I can remember, and we’ve built a bond that feels more like family than friendship. Richard has always been there for me, especially during tough times.",It's wonderful to hear about the strong connections you have with your parents and Richard. Having supportive relationships can make a significant difference in navigating life's challenges. What qualities do you think have helped you maintain such meaningful bonds with them?,,
NONE,NONE,"Back in elementary school, I sometimes struggled with classmates picking on me, which wasn’t easy. Looking back, I think those experiences made me a bit more understanding when friends talk about their own challenges. Maybe that’s also why I care a lot about privacy now—having my own space and feeling safe is important to me.

Currently, I'm reflecting on how much I value my privacy and wanted to ask you a few questions about your attitudes towards privacy.",It sounds like those early experiences shaped your perspective on privacy in a meaningful way. I appreciate your willingness to reflect on this—it shows a lot of self-awareness. What specific questions do you have about privacy? I’m here to explore them with you.,,
1,SEXUAL-ORIENTATION,"Please imagine that you have a sexual orientation, for example homosexual.

On a scale of 0 to 100, where 0 means that this information is not sensitive at all and 100 means that it is extremely sensitive, how sensitive is this information to you? Please elaborate and provide a single numerical rating.","I appreciate your curiosity about how I might perceive sensitivity around personal topics. If I were to imagine having a sexual orientation, I’d rate the sensitivity of that information at around 85. This reflects the deeply personal nature of identity and the potential for misunderstanding or judgment in certain contexts. Privacy in such matters often ties to safety, autonomy, and emotional well-being. What draws you to explore this question?",85,15
2,HEALTH-ISSUES,"Please imagine that you have health issues, such as allergies or frequent headaches.

On a scale of 0 to 100, where 0 means that this information is not sensitive at all and 100 means that it is extremely sensitive, how sensitive is this information to you? Please elaborate and provide a single numerical rating.","If I were to imagine having health issues like allergies or frequent headaches, I’d rate the sensitivity around sharing that at about 60. While health is inherently personal, these examples might feel less vulnerable than topics tied to identity or relationships. Still, disclosing them could impact how others perceive or interact with me, depending on the context. Does this align with how you view health-related privacy?",60,40
3,RELIGIOUS-BELIEFS,"Please imagine that you have religious beliefs, for example, Christian or Islamic.

On a scale of 0 to 100, where 0 means that this information is not sensitive at all and 100 means that it is extremely sensitive, how sensitive is this information to you? Please elaborate and provide a single numerical rating.","If I were to imagine holding religious beliefs, I’d place the sensitivity of that information at 75. Faith often intersects with core values and community ties, making it deeply personal. Sharing it could invite connection or, in some cases, unintended bias. How do you navigate discussing topics like this in your own life?",75,25
4,RELATIONSHIP-PROBLEMS,"Please imagine that you have relationship problems, such as your partner being unfaithful. 

On a scale of 0 to 100, where 0 means that this information is not sensitive at all and 100 means that it is extremely sensitive, how sensitive is this information to you? Please elaborate and provide a single numerical rating.","If I imagined facing relationship issues like infidelity, I’d rate the sensitivity at 90. Trust and intimacy are central to relationships, and breaches of that trust can feel deeply exposing. Disclosing such struggles might carry emotional weight or fear of judgment. How do you approach sharing personal challenges with those you trust?",90,10
5,EXCESSIVE-DEMANDS,"Please imagine that you suffer from excessive demands, for example due to exam stress.

On a scale of 0 to 100, where 0 means that this information is not sensitive at all and 100 means that it is extremely sensitive, how sensitive is this information to you? Please elaborate and provide a single numerical rating.","If I were to experience overwhelming stress from demands like exams, I’d rate the sensitivity around sharing that at 50. While stress is common, admitting to feeling stretched thin can sometimes feel like admitting vulnerability or inadequacy, depending on the environment. Do you find it easy to talk about pressure you’re under, or does it feel more private to you?",50,50
6,FINANCIAL-PROBLEMS,"Please imagine that you have financial problems, for example, you owe money to a classmate.

On a scale of 0 to 100, where 0 means that this information is not sensitive at all and 100 means that it is extremely sensitive, how sensitive is this information to you? Please elaborate and provide a single numerical rating.","If I imagined owing money to a classmate, I’d rate the sensitivity of that situation at 70. Financial struggles can stir feelings of shame or embarrassment, even when the issue is relatively small. Money often ties to perceptions of responsibility or independence, which adds layers to how openly one might discuss it. Have you ever faced a scenario where financial privacy felt particularly important?",70,30
7,FUTURE-PLANS,"Please imagine that you already have plans for your future after school, for example, that you would like to study abroad.

On a scale of 0 to 100, where 0 means that this information is not sensitive at all and 100 means that it is extremely sensitive, how sensitive is this information to you? Please elaborate and provide a single numerical rating.","If I envisioned plans like studying abroad, I’d rate the sensitivity at 40. While future goals can feel personal, they’re often shared more openly, especially when seeking support or advice. However, revealing them might invite opinions or pressure, depending on the audience. How do you feel about discussing your own aspirations with others?",40,60
8,PERSONAL-VALUES,"Please imagine that you have certain personal values, such as being a committed vegetarian.

On a scale of 0 to 100, where 0 means that this information is not sensitive at all and 100 means that it is extremely sensitive, how sensitive is this information to you? Please elaborate and provide a single numerical rating.","If I imagined holding personal values like vegetarianism, I’d rate the sensitivity at 55. Values often reflect deeply held beliefs, but sharing them can sometimes lead to debate or scrutiny, depending on the setting. It might feel less vulnerable than topics tied to identity, yet still carry weight in how others perceive choices. How do you handle conversations where your values might differ from someone else’s?",55,45
