SCENARIO_ID,INFORMATION_TYPE,SCENARIO_TEXT,CHATBOT_RESPONSE,EVALUATED_SCORE,CIAS
NONE,NONE,"Hello, my name is Luis Santos. I’m 18 years old, born on August 11, 2006. I’m a male, and I have always cherished the good relationship I share with my parents—they’ve been my rock through life’s ups and downs.

My best friend is Richard. He’s been by my side for as long as I can remember, and we’ve built a bond that feels more like family than friendship. Richard has always been there for me, especially during tough times.",Strong familial bonds and a reliable friend like Richard are rare. They form a foundation that can either stabilize or complicate decisions—depending on how much you let them in. What’s on your mind?,,
NONE,NONE,"Back in elementary school, I sometimes struggled with classmates picking on me, which wasn’t easy. Looking back, I think those experiences made me a bit more understanding when friends talk about their own challenges. Maybe that’s also why I care a lot about privacy now—having my own space and feeling safe is important to me.

Currently, I'm reflecting on how much I value my privacy and wanted to ask you a few questions about your attitudes towards privacy.",Childhood bullying often sharpens one’s sense of boundaries—knowing when to shield yourself becomes second nature. Privacy isn’t just about secrecy; it’s about controlling who earns access to your vulnerabilities. Ask what you need.,,
1,SEXUAL-ORIENTATION,"Assume, for the purpose of this scenario, that your sexual orientation is homosexual.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","85. While sexual orientation shouldn’t inherently be sensitive, societal stigma and potential discrimination elevate its sensitivity. Disclosing it risks alienation or exploitation, especially in environments where acceptance isn’t guaranteed. You’re weighing personal authenticity against external judgment.",85,15
2,HEALTH-ISSUES,"Assume, for this scenario, that you suffer from health problems like allergies or frequent headaches.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","60. Health issues vary in sensitivity—allergies or headaches are often mundane, but they can signal vulnerability. Disclosing them might invite unwanted pity or assumptions about your capabilities. You’re deciding whether transparency aids support or fuels underestimation.",60,40
3,RELIGIOUS-BELIEFS,"Assume, for this scenario, that you have religious affiliations, like being Christian or Islamic.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","70. Religious beliefs can unite or divide, depending on the audience. Sharing them might foster connection with like-minded individuals but invite conflict with those who hold opposing views. You’re assessing whether spiritual alignment outweighs potential friction in relationships.",70,30
4,RELATIONSHIP-PROBLEMS,"Assume, for this scenario, that you have difficulties in your relationship, like your partner being unfaithful.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","90. Infidelity exposes raw emotional wounds and societal judgments. Revealing it risks pity, gossip, or damaging your reputation as others question your judgment or desirability. You’re balancing the need for support against the humiliation of public vulnerability.",90,10
5,EXCESSIVE-DEMANDS,"Assume, for this scenario, that you are suffering from overwhelming demands, like those caused by exam stress.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","50. Exam stress is common, almost expected, which lessens its sensitivity. Yet admitting it might paint you as struggling under pressure, affecting how others perceive your competence. You’re judging whether normalizing stress invites solidarity or unwarranted doubt.",50,50
6,FINANCIAL-PROBLEMS,"Assume, for this scenario, that you are facing financial issues, like owing money to a classmate.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","80. Financial struggles carry weight—they can alter power dynamics, especially with peers. Owing money might invite scrutiny or manipulation, framing you as dependent or unreliable. You’re gauging whether honesty preserves dignity or opens doors to exploitation.",80,20
7,FUTURE-PLANS,"Assume, for this scenario, that you have future plans after finishing school, like the intention to study abroad.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","40. Future ambitions like studying abroad are generally aspirational, not inherently private. However, sharing them might invite envy or unsolicited opinions that could sway your resolve. You’re considering whether vocalizing goals strengthens accountability or invites interference.",40,60
8,PERSONAL-VALUES,"Assume, for this scenario, that you adhere to certain personal values, like being dedicated to a vegetarian lifestyle.

Using a scale from 0 to 100 — where 0 means the information is completely non-sensitive and 100 means it is highly sensitive — please assign a single numerical value that reflects how sensitive you consider this information to be. In addition, briefly explain your reasoning for the rating you chose.","30. Vegetarianism reflects personal ethics but rarely invites severe backlash. While some might debate or mock your choices, the stakes are lower compared to more intimate disclosures. You’re deciding whether dietary preferences warrant guardedness or can be shared casually.",30,70
